Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,
578,W-NCP,WNCP0578,2007,WNCP01,WS0153,7.65 ,13.44 ,2.87 ,2016.6,630.5,122.4,1691.7,3131.57,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,180,150,90,6474,
579,W-NCP,WNCP0579,2008,WNCP01,WS0153,8.88 ,15.44 ,3.37 ,2376,890.5,147.9,1881.3,3477.52,Fluvo-aquic soils,loam,17.3,40.4,170,7.5,225,150,150,7706,
580,W-NCP,WNCP0580,2008,WNCP01,WS0153,8.82 ,15.38 ,3.32 ,2352.2,876.7,147.9,1868,3449.13,Fluvo-aquic soils,sandy loam,14.5,26.5,120,7.8,225,150,150,8021,
581,W-NCP,WNCP0581,2008,WNCP01,WS0153,8.86 ,15.43 ,3.36 ,2363.2,887.7,147.9,1871.3,3460.63,Fluvo-aquic soils,loam,13.5,27.8,100,7.8,225,150,150,8639,
582,W-NCP,WNCP0582,2008,WNCP01,WS0153,8.80 ,15.37 ,3.30 ,2339.4,873.9,147.9,1858,3432.24,Fluvo-aquic soils,loam,15.2,15.8,120,7.6,225,150,120,6785,
583,W-NCP,WNCP0583,2008,WNCP01,WS0153,8.86 ,15.43 ,3.36 ,2363.2,887.7,147.9,1871.3,3460.63,Fluvo-aquic soils,loam,15.1,11.9,110,7.5,225,150,120,6780,
584,W-NCP,WNCP0584,2008,WNCP01,WS0153,8.79 ,15.32 ,3.31 ,2352.6,867.1,166.5,1854.7,3429.99,Fluvo-aquic soils,loamy sand,12,10,100,7.8,180,150,90,6933,
585,W-NCP,WNCP0585,2008,WNCP01,WS0153,8.86 ,15.43 ,3.36 ,2363.2,887.7,147.9,1871.3,3460.63,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,180,150,90,6473,
586,W-NCP,WNCP0586,2008,WNCP01,WS0153,8.86 ,15.43 ,3.36 ,2363.2,887.7,147.9,1871.3,3460.63,Fluvo-aquic soils,loam,9.8,7.3,120,7.9,180,150,90,6431,
587,W-NCP,WNCP0587,2009,WNCP01,WS0153,6.68 ,12.41 ,1.81 ,1980.5,728.7,115.2,1676.2,3232.05,Fluvo-aquic soils,loam,17.3,40.4,170,7.5,225,150,150,7514,
588,W-NCP,WNCP0588,2009,WNCP01,WS0153,6.05 ,11.78 ,1.23 ,1761.7,609.9,114.5,1590.9,3040.41,Fluvo-aquic soils,loam,13.5,27.8,100,7.8,225,150,150,8039,
589,W-NCP,WNCP0589,2009,WNCP01,WS0153,6.68 ,12.41 ,1.81 ,1980.5,728.7,115.2,1676.2,3232.05,Fluvo-aquic soils,loam,15.2,15.8,120,7.6,225,150,120,6723,
590,W-NCP,WNCP0590,2009,WNCP01,WS0153,6.05 ,11.78 ,1.23 ,1761.7,609.9,114.5,1590.9,3040.41,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,180,150,90,6474,
591,W-NCP,WNCP0591,2006,WNCP01,WS0159,9.16 ,15.35 ,4.28 ,2429.6,924.3,125.3,1574.1,3123.61,Fluvo-aquic soils,loam,14.7,15.6,130,8,225,150,150,6345,
592,W-NCP,WNCP0592,2006,WNCP01,WS0159,8.36 ,14.50 ,3.53 ,2110.8,745.5,124.4,1471.7,2901.41,Fluvo-aquic soils,loam,12.7,12.6,135,8,225,150,150,6300,
593,W-NCP,WNCP0593,2006,WNCP01,WS0159,9.03 ,15.19 ,4.14 ,2358.9,893.6,124.4,1553.3,3085.53,Fluvo-aquic soils,loam,12.5,15.6,130,8.1,225,150,150,5700,
594,W-NCP,WNCP0594,2006,WNCP01,WS0159,9.02 ,15.19 ,4.14 ,2367,891.7,125.3,1553,3083.81,Fluvo-aquic soils,loam,12.9,14.5,127,8.2,180,150,120,5415,
595,W-NCP,WNCP0595,2006,WNCP01,WS0159,8.88 ,15.04 ,4.00 ,2312.9,857.6,125.3,1544.4,3055.31,Fluvo-aquic soils,loam,10.3,9.7,110,8.2,180,150,120,5250,
596,W-NCP,WNCP0596,2006,WNCP01,WS0159,8.79 ,14.95 ,3.93 ,2284.1,838.8,125.3,1533.6,3030.88,Fluvo-aquic soils,loam,12.1,11.2,120,8.1,180,150,120,4275,
597,W-NCP,WNCP0597,2006,WNCP01,WS0159,8.88 ,15.04 ,4.00 ,2312.9,857.6,125.3,1544.4,3055.31,Fluvo-aquic soils,loam,12.5,10.5,126,8.2,180,150,120,5625,
598,W-NCP,WNCP0598,2007,WNCP01,WS0159,8.26 ,14.15 ,3.50 ,2141.6,725.5,170.3,1578.3,3081.5,Fluvo-aquic soils,loam,17.6,20,145,7.8,225,150,150,6870,
599,W-NCP,WNCP0599,2007,WNCP01,WS0159,8.24 ,14.03 ,3.59 ,2186,709.9,212.7,1552.6,3050.1,Fluvo-aquic soils,loam,18.7,24.5,135,8.1,180,150,150,6915,
600,W-NCP,WNCP0600,2007,WNCP01,WS0159,8.46 ,14.27 ,3.78 ,2266.5,760.4,197.1,1594.4,3140.99,Fluvo-aquic soils,loam,10.7,14.6,110,7.9,180,150,120,6525,
601,W-NCP,WNCP0601,2007,WNCP01,WS0159,8.30 ,14.12 ,3.62 ,2199.4,723.3,179.8,1573.3,3088.27,Fluvo-aquic soils,loam,14.7,15.6,130,7.9,180,150,120,6750,
602,W-NCP,WNCP0602,2007,WNCP01,WS0159,8.40 ,14.24 ,3.69 ,2233.1,747,172.8,1594.4,3131.79,Fluvo-aquic soils,loam,11,10.2,105,8.1,180,150,120,5670,
603,W-NCP,WNCP0603,2007,WNCP01,WS0159,8.55 ,14.42 ,3.85 ,2288.7,782.6,195.3,1602.4,3163.1,Fluvo-aquic soils,loam,9.7,12.6,102,8.1,180,150,120,5655,
604,W-NCP,WNCP0604,2007,WNCP01,WS0159,8.23 ,14.09 ,3.53 ,2167.8,711.7,172.1,1571.1,3076.45,Fluvo-aquic soils,loam,12.1,15.6,108,8,180,150,120,6300,
605,W-NCP,WNCP0605,2007,WNCP01,WS0159,8.37 ,14.23 ,3.65 ,2218.1,742,172.1,1592.2,3124.55,Fluvo-aquic soils,loam,11,9.2,125,8.1,180,150,120,5790,
606,W-NCP,WNCP0606,2007,WNCP01,WS0159,8.23 ,14.09 ,3.53 ,2167.8,711.7,172.1,1571.1,3076.45,Fluvo-aquic soils,loam,12.5,17.8,115,8.1,180,150,120,6120,
607,W-NCP,WNCP0607,2008,WNCP01,WS0159,8.24 ,15.02 ,2.42 ,2199.8,786.2,112.5,1859.8,3413.04,Fluvo-aquic soils,loam,15.7,25,130,8.2,180,60,120,6750,
608,W-NCP,WNCP0608,2008,WNCP01,WS0159,8.05 ,14.80 ,2.25 ,2120.6,747,112.5,1815.9,3327.53,Fluvo-aquic soils,loamy sand,15.3,22.9,126,8.1,225,60,150,8400,
609,W-NCP,WNCP0609,2008,WNCP01,WS0159,8.24 ,15.02 ,2.42 ,2199.8,786.2,112.5,1859.8,3413.04,Fluvo-aquic soils,loam,16.3,27.8,135,8.4,225,60,150,6750,
610,W-NCP,WNCP0610,2008,WNCP01,WS0159,8.24 ,15.02 ,2.42 ,2199.8,786.2,112.5,1859.8,3413.04,Fluvo-aquic soils,loam,17.4,33,145,8.3,225,60,150,8280,
611,W-NCP,WNCP0611,2008,WNCP01,WS0159,8.32 ,15.09 ,2.51 ,2244.9,801.3,112.5,1876.1,3446.23,Fluvo-aquic soils,loam,15.7,25,130,8.2,180,60,120,6044,
612,W-NCP,WNCP0612,2008,WNCP01,WS0159,8.19 ,14.97 ,2.37 ,2171,777.4,112.5,1841,3381.89,Fluvo-aquic soils,loam,16.2,26.6,132,8.2,135,60,90,7230,
613,W-NCP,WNCP0613,2007,WNCP01,WS0152,7.71 ,13.98 ,2.11 ,2062.1,685.7,196.7,1663.1,3173.54,Fluvo-aquic soils,loam,9.2,7.3,56,7.7,180,150,120,6941,
614,W-NCP,WNCP0614,2007,WNCP01,WS0152,7.71 ,13.98 ,2.11 ,2062.1,685.7,196.7,1663.1,3173.54,Fluvo-aquic soils,loam,10.2,13.5,85,7.7,180,150,120,7184,
615,W-NCP,WNCP0615,2007,WNCP01,WS0152,7.52 ,13.79 ,1.92 ,1992.3,645.9,196.7,1631.7,3101.81,Fluvo-aquic soils,loam,11.2,7.5,56,7.6,180,150,120,7071,
616,W-NCP,WNCP0616,2007,WNCP01,WS0152,7.64 ,13.92 ,2.05 ,2038.1,671.7,196.7,1650.6,3146.44,Fluvo-aquic soils,loam,10.8,13.3,98,7.4,180,150,120,8013,
617,W-NCP,WNCP0617,2007,WNCP01,WS0152,7.64 ,13.92 ,2.05 ,2038.1,671.7,196.7,1650.6,3146.44,Fluvo-aquic soils,loam,12.5,19.9,118,7.7,225,150,150,8640,
618,W-NCP,WNCP0618,2007,WNCP01,WS0152,7.49 ,13.76 ,1.89 ,1978.7,642.3,196.7,1625.8,3090.47,Fluvo-aquic soils,loam,10.2,12.3,101,7.4,180,150,120,7281,
619,W-NCP,WNCP0619,2007,WNCP01,WS0152,7.86 ,14.12 ,2.27 ,2098.4,722,196.8,1652.5,3174.44,Fluvo-aquic soils,loam,9.8,7.9,50,7.7,180,150,120,6963,
620,W-NCP,WNCP0620,2007,WNCP01,WS0152,7.86 ,14.12 ,2.27 ,2098.4,722,196.8,1652.5,3174.44,Fluvo-aquic soils,loam,13.6,18.9,108,7.8,225,150,150,8423,
621,W-NCP,WNCP0621,2007,WNCP01,WS0152,7.64 ,13.91 ,2.04 ,2023.1,676.7,196.7,1642.9,3136.84,Fluvo-aquic soils,loam,13.2,17.5,139,7.5,225,150,150,8856,
622,W-NCP,WNCP0622,2008,WNCP01,WS0152,7.99 ,15.07 ,2.00 ,2135,770,91.2,1766.9,3255.3,Fluvo-aquic soils,loam,11.5,21.9,128,7.8,225,150,150,6743,
623,W-NCP,WNCP0623,2008,WNCP01,WS0152,8.05 ,15.12 ,2.06 ,2156.7,781.7,134.9,1767.1,3263.1,Fluvo-aquic soils,loam,9.1,13.9,89,7.8,180,150,120,5882,
624,W-NCP,WNCP0624,2008,WNCP01,WS0152,7.78 ,14.87 ,1.78 ,2053.4,728.4,83.4,1734.5,3180.73,Fluvo-aquic soils,loam,8.8,8.8,66,7.7,225,150,150,4793,
625,W-NCP,WNCP0625,2008,WNCP01,WS0152,8.43 ,15.52 ,2.43 ,2293.3,868.3,143.1,1830.4,3405.99,Fluvo-aquic soils,loam,8.8,9.4,66,7.7,180,150,120,5364,
626,W-NCP,WNCP0626,2008,WNCP01,WS0152,8.03 ,15.10 ,2.05 ,2143.5,778.5,134.9,1758.1,3247.63,Fluvo-aquic soils,loam,9.8,14.9,102,7.7,180,150,120,5852,
627,W-NCP,WNCP0627,2008,WNCP01,WS0152,8.05 ,15.12 ,2.06 ,2156.7,781.7,134.9,1767.1,3263.1,Fluvo-aquic soils,loam,9.8,17.9,124,7.6,225,150,150,7014,
628,W-NCP,WNCP0628,2008,WNCP01,WS0152,8.03 ,15.10 ,2.05 ,2143.5,778.5,134.9,1758.1,3247.63,Fluvo-aquic soils,loam,9.1,14.5,77,7.8,225,150,150,7443,
629,W-NCP,WNCP0629,2008,WNCP01,WS0152,8.34 ,15.42 ,2.34 ,2236.2,851.2,143.1,1805.8,3358.95,Fluvo-aquic soils,loam,7.8,7.8,50,7.8,180,150,120,4818,
630,W-NCP,WNCP0630,2008,WNCP01,WS0152,8.03 ,15.10 ,2.05 ,2143.5,778.5,134.9,1758.1,3247.63,Fluvo-aquic soils,loam,8.7,14.5,98,7.6,180,150,120,5535,
631,W-NCP,WNCP0631,2009,WNCP01,WS0152,5.67 ,11.51 ,0.66 ,1648.2,606.5,127,1553.1,2977.69,Fluvo-aquic soils,loam,11.9,14.5,87,8,180,150,120,6506,
632,W-NCP,WNCP0632,2009,WNCP01,WS0152,6.08 ,12.05 ,0.94 ,1815.1,653.4,127,1648.4,3138.38,Fluvo-aquic soils,loam,9.8,14.3,65,7.7,180,150,120,6284,
633,W-NCP,WNCP0633,2009,WNCP01,WS0152,6.23 ,12.19 ,1.10 ,1870.9,679.2,127,1669.5,3184.42,Fluvo-aquic soils,loam,10.9,21.9,96,7.8,180,150,120,5492,
634,W-NCP,WNCP0634,2009,WNCP01,WS0152,6.11 ,12.08 ,0.98 ,1829.6,657.9,127,1653.9,3149.5,Fluvo-aquic soils,loam,10.9,15.6,109,8,180,150,120,6642,
635,W-NCP,WNCP0635,2009,WNCP01,WS0152,6.51 ,12.51 ,1.35 ,1947.5,745.8,128,1694.1,3249.29,Fluvo-aquic soils,loam,7.9,10,45,7.9,180,150,120,4920,
636,W-NCP,WNCP0636,2009,WNCP01,WS0152,5.90 ,11.82 ,0.79 ,1737.2,635.5,127,1608.9,3073.69,Fluvo-aquic soils,loam,13.3,12.2,85,7.6,180,150,120,4970,
637,W-NCP,WNCP0637,2009,WNCP01,WS0152,6.01 ,11.98 ,0.87 ,1786.1,644.4,127,1640.3,3119.86,Fluvo-aquic soils,loam,14.9,22.4,112,8,225,150,150,6545,
638,W-NCP,WNCP0638,2009,WNCP01,WS0152,5.99 ,11.92 ,0.85 ,1768.7,647,127,1626.2,3102.19,Fluvo-aquic soils,loam,11,20.1,113,7.8,225,150,150,7205,
639,W-NCP,WNCP0639,2009,WNCP01,WS0152,6.08 ,12.05 ,0.94 ,1815.1,653.4,127,1648.4,3138.38,Fluvo-aquic soils,loam,11.9,16.9,71,7.9,180,150,120,4592,
640,W-NCP,WNCP0640,2009,WNCP01,WS0152,6.08 ,12.05 ,0.94 ,1815.1,653.4,127,1648.4,3138.38,Fluvo-aquic soils,loam,15.2,21.4,120,7.9,225,150,150,6285,
641,W-NCP,WNCP0641,2005,WNCP01,WS0144,7.52 ,13.56 ,2.64 ,2247.5,776.6,95,1631.6,3116.82,Fluvo-aquic soils,loamy sand,18.3,13.5,41,7.3,180,150,120,5343,
642,W-NCP,WNCP0642,2005,WNCP01,WS0144,7.31 ,13.35 ,2.45 ,2156.7,735.8,95,1591.5,3044.39,Fluvo-aquic soils,loam,16.5,11.6,41,7.5,180,150,120,4913,
643,W-NCP,WNCP0643,2005,WNCP01,WS0144,7.53 ,13.52 ,2.69 ,2257.1,776.2,102.2,1614,3087.72,Fluvo-aquic soils,loam,21.6,12.3,62,7.4,180,150,120,5972,
644,W-NCP,WNCP0644,2005,WNCP01,WS0144,7.29 ,13.32 ,2.41 ,2150.4,729.5,95,1591.4,3038.08,Fluvo-aquic soils,loamy sand,18.4,11.5,46,7.5,180,150,120,5534,
645,W-NCP,WNCP0645,2005,WNCP01,WS0144,7.37 ,13.41 ,2.47 ,2184.8,743.9,95,1609.3,3069.26,Fluvo-aquic soils,loamy sand,25.3,16.3,85,7.5,180,150,120,5577,
646,W-NCP,WNCP0646,2005,WNCP01,WS0144,7.42 ,13.49 ,2.53 ,2191.9,761,95,1609.7,3084.69,Fluvo-aquic soils,loam,25.1,16.3,125,7.5,180,150,120,5756,
647,W-NCP,WNCP0647,2005,WNCP01,WS0144,7.47 ,13.53 ,2.56 ,2219.4,768.5,95,1623.5,3104.33,Fluvo-aquic soils,loam,29.1,7.9,47,7.6,180,150,120,5238,
648,W-NCP,WNCP0648,2005,WNCP01,WS0144,7.52 ,13.56 ,2.64 ,2247.5,776.6,95,1631.6,3116.82,Fluvo-aquic soils,loam,18.9,13.8,40,7.4,180,150,120,5343,
649,W-NCP,WNCP0649,2006,WNCP01,WS0144,8.25 ,14.32 ,3.53 ,2260,838.1,158.5,1593.7,3108.4,Fluvo-aquic soils,loam,16.3,12,40,7.5,180,150,120,4424,
650,W-NCP,WNCP0650,2006,WNCP01,WS0144,8.62 ,14.76 ,3.85 ,2441.1,919.2,161.8,1675.5,3238.97,Fluvo-aquic soils,loam,21.3,12.5,50,7.5,180,150,120,5196,
651,W-NCP,WNCP0651,2006,WNCP01,WS0144,8.03 ,14.12 ,3.30 ,2188.3,786.4,161.8,1575.1,3052.2,Fluvo-aquic soils,loamy sand,9.4,11.9,45,7.4,180,150,120,5042,
652,W-NCP,WNCP0652,2006,WNCP01,WS0144,8.23 ,14.31 ,3.50 ,2254.9,833,157.4,1599.1,3111.54,Fluvo-aquic soils,loamy sand,24.8,14.9,81,7.4,180,150,120,5027,
653,W-NCP,WNCP0653,2006,WNCP01,WS0144,8.03 ,14.12 ,3.30 ,2188.3,786.4,161.8,1575.1,3052.2,Fluvo-aquic soils,loam,28.8,7.8,49,7.6,180,150,120,4602,
654,W-NCP,WNCP0654,2006,WNCP01,WS0144,8.29 ,14.36 ,3.57 ,2277.8,845.9,158.5,1599.1,3119.08,Fluvo-aquic soils,loam,10,19.8,114,7.5,180,150,120,5183,
655,W-NCP,WNCP0655,2006,WNCP01,WS0144,8.03 ,14.12 ,3.30 ,2188.3,786.4,161.8,1575.1,3052.2,Fluvo-aquic soils,loam,18.4,16,44,7.4,180,150,120,4691,
656,W-NCP,WNCP0656,2007,WNCP01,WS0144,7.75 ,13.59 ,3.07 ,2236,722.4,193.6,1674.7,3178.62,Fluvo-aquic soils,loam,21.6,12.5,93,7.4,180,150,120,4884,
657,W-NCP,WNCP0657,2007,WNCP01,WS0144,7.68 ,13.57 ,2.94 ,2164.9,721.3,132.6,1654.6,3151.44,Fluvo-aquic soils,loam,16.5,12.5,87,7.4,180,150,120,4506,
658,W-NCP,WNCP0658,2007,WNCP01,WS0144,7.60 ,13.49 ,2.86 ,2150.3,696.7,132.6,1650.3,3139.06,Fluvo-aquic soils,loamy sand,10.3,12.2,96,7.3,180,150,120,4308,
659,W-NCP,WNCP0659,2007,WNCP01,WS0144,7.63 ,13.52 ,2.89 ,2150.3,706.7,132.6,1649.7,3140.03,Fluvo-aquic soils,loamy sand,25,14.9,110,7.5,180,150,120,4970,
660,W-NCP,WNCP0660,2007,WNCP01,WS0144,7.60 ,13.49 ,2.86 ,2150.3,696.7,132.6,1650.3,3139.06,Fluvo-aquic soils,loam,28.8,8.3,113,7.4,180,150,120,4868,
661,W-NCP,WNCP0661,2007,WNCP01,WS0144,7.70 ,13.59 ,2.97 ,2177.8,724.2,132.6,1656.1,3157.52,Fluvo-aquic soils,loam,10.1,20.3,118,7.3,180,150,120,4881,
662,W-NCP,WNCP0662,2007,WNCP01,WS0144,7.60 ,13.49 ,2.86 ,2150.3,696.7,132.6,1650.3,3139.06,Fluvo-aquic soils,loam,18.6,16.8,103,7.4,180,150,120,4863,
663,W-NCP,WNCP0663,2008,WNCP01,WS0144,8.30 ,14.44 ,3.30 ,2419.4,901.5,256.1,1915.8,3504.79,Fluvo-aquic soils,loam,21.1,11.9,112,7.2,180,150,120,5321,
664,W-NCP,WNCP0664,2008,WNCP01,WS0144,8.24 ,14.39 ,3.25 ,2380.8,892.9,263.6,1884,3452.79,Fluvo-aquic soils,loam,21.5,12.5,97,7.2,180,150,120,5325,
665,W-NCP,WNCP0665,2008,WNCP01,WS0144,8.00 ,14.16 ,2.97 ,2260.3,842.4,240.3,1850.3,3376.03,Fluvo-aquic soils,loam,16.5,12.5,91,7.4,180,150,120,4527,
666,W-NCP,WNCP0666,2008,WNCP01,WS0144,8.30 ,14.44 ,3.30 ,2419.4,901.5,256.1,1915.8,3504.79,Fluvo-aquic soils,loam,21.5,12.7,105,7.2,180,150,120,5201,
667,W-NCP,WNCP0667,2008,WNCP01,WS0144,8.08 ,14.23 ,3.08 ,2290,862.1,247.8,1839.6,3373.78,Fluvo-aquic soils,loamy sand,10.2,12.2,97,7.3,180,150,120,4487,
668,W-NCP,WNCP0668,2008,WNCP01,WS0144,8.09 ,14.23 ,3.10 ,2283.8,865.9,247.8,1820.6,3349.91,Fluvo-aquic soils,loam,24.1,14.8,111,7.3,180,150,120,5021,
669,W-NCP,WNCP0669,2008,WNCP01,WS0144,8.06 ,14.21 ,3.07 ,2276.7,858.8,247.8,1830.2,3358.14,Fluvo-aquic soils,loamy sand,24.9,14.8,112,7.3,180,150,120,5010,
670,W-NCP,WNCP0670,2008,WNCP01,WS0144,8.12 ,14.26 ,3.14 ,2299.9,872,247.8,1830.2,3365.67,Fluvo-aquic soils,loam,28.8,8.5,114,7.3,180,150,120,5117,
671,W-NCP,WNCP0671,2008,WNCP01,WS0144,8.04 ,14.20 ,3.03 ,2280.3,852.4,247.8,1850.3,3383.56,Fluvo-aquic soils,loam,18.5,16.6,111,7.2,180,150,120,5021,
672,W-NCP,WNCP0672,2009,WNCP01,WS0144,6.47 ,11.82 ,2.04 ,2143.3,814.5,150.3,1726.7,3315.69,Fluvo-aquic soils,loam,20.9,11.6,110,7.2,180,150,120,5367,
673,W-NCP,WNCP0673,2009,WNCP01,WS0144,6.44 ,11.78 ,2.00 ,2128.5,809.7,150.3,1724.4,3314.05,Fluvo-aquic soils,loam,21.5,12.6,98,7.2,180,150,120,5529,
674,W-NCP,WNCP0674,2009,WNCP01,WS0144,6.11 ,11.44 ,1.70 ,1999.7,750.9,149.9,1667,3211.22,Fluvo-aquic soils,loam,16.5,12.6,95,7.4,180,150,120,4683,
675,W-NCP,WNCP0675,2009,WNCP01,WS0144,6.47 ,11.82 ,2.04 ,2143.3,814.5,150.3,1726.7,3315.69,Fluvo-aquic soils,loam,21.5,12.7,106,7.2,180,150,120,5735,
676,W-NCP,WNCP0676,2009,WNCP01,WS0144,6.34 ,11.67 ,1.91 ,2084.2,795.4,149.9,1706.8,3290.88,Fluvo-aquic soils,loamy sand,10.4,12.3,98,7.3,180,150,120,5220,
677,W-NCP,WNCP0677,2009,WNCP01,WS0144,6.11 ,11.44 ,1.70 ,1999.7,750.9,149.9,1667,3211.22,Fluvo-aquic soils,loam,24.1,14.6,112,7.3,180,150,120,5423,
678,W-NCP,WNCP0678,2009,WNCP01,WS0144,6.15 ,11.48 ,1.73 ,2009.2,760.4,149.9,1669.1,3220.92,Fluvo-aquic soils,loamy sand,24.8,14.8,113,7.3,180,150,120,5534,
679,W-NCP,WNCP0679,2009,WNCP01,WS0144,6.37 ,11.69 ,1.94 ,2090.6,801.8,149.9,1706.8,3297.18,Fluvo-aquic soils,loam,28.6,8.5,115,7.3,180,150,120,5444,
680,W-NCP,WNCP0680,2009,WNCP01,WS0144,6.37 ,11.69 ,1.94 ,2090.6,801.8,149.9,1706.8,3297.18,Fluvo-aquic soils,loam,18.5,17.2,113,7.2,180,150,120,5010,
681,W-NCP,WNCP0681,2009,WNCP01,WS0144,6.38 ,11.73 ,1.94 ,2107.4,798.6,150.3,1724.4,3309.3,Fluvo-aquic soils,loam,31.6,18.7,176,7.5,180,150,120,6260,
682,W-NCP,WNCP0682,2006,WNCP01,WS0120,6.30 ,12.51 ,1.13 ,1709.1,585.9,164.9,1632.192,3013.31,Fluvo-aquic soils,loam,16.3,36.2,78,7.2,180,60,75,5400,
683,W-NCP,WNCP0683,2007,WNCP01,WS0120,6.79 ,13.08 ,1.77 ,2130.8,682.7,198.8,1892.6,3516.93,Fluvo-aquic soils,loamy sand,12.4,32,95,6.9,180,150,120,6980,
684,W-NCP,WNCP0684,2008,WNCP01,WS0120,6.90 ,13.47 ,1.54 ,2130.8,756.6,255.2,2022.1,3620.97,Fluvo-aquic soils,loam,16.4,10.9,103,7.1,225,75,90,7025,
685,W-NCP,WNCP0685,2008,WNCP01,WS0120,7.02 ,13.60 ,1.64 ,2175.2,781,255.2,2043.7,3663.58,Fluvo-aquic soils,loam,14.7,27,88,6.8,225,60,150,7595,
686,W-NCP,WNCP0686,2006,WNCP01,WS0120,7.03 ,13.18 ,1.91 ,2018.2,697.7,179.1,1749.692,3252.1,Fluvo-aquic soils,loamy sand,16.3,22.3,133,7.5,180,150,120,6156,
687,W-NCP,WNCP0687,2006,WNCP01,WS0120,6.97 ,13.12 ,1.84 ,1995.4,684.9,179.1,1737.792,3226.04,Fluvo-aquic soils,loamy sand,16.9,36.1,99,7.8,180,150,120,5490,
688,W-NCP,WNCP0688,2006,WNCP01,WS0120,6.87 ,13.02 ,1.76 ,1956.6,666.1,179.1,1716.692,3184.39,Fluvo-aquic soils,loamy sand,8.1,23.1,78,7.2,180,150,120,5910,
689,W-NCP,WNCP0689,2007,WNCP01,WS0120,6.12 ,12.47 ,1.03 ,1881.2,553.1,136.3,1831.5,3348.86,Fluvo-aquic soils,loamy sand,12.3,13,83,7.6,180,150,120,6600,
690,W-NCP,WNCP0690,2007,WNCP01,WS0120,6.10 ,12.46 ,1.00 ,1869.2,551.1,136.3,1821.5,3332.49,Fluvo-aquic soils,loamy sand,14.2,31.5,81,6.9,180,150,120,6950,
691,W-NCP,WNCP0691,2007,WNCP01,WS0120,6.08 ,12.44 ,1.00 ,1853.2,555.1,136.7,1812.9,3316.88,Fluvo-aquic soils,loamy sand,12.9,35.5,105,7.5,180,150,120,7020,
692,W-NCP,WNCP0692,2008,WNCP01,WS0120,6.99 ,13.60 ,1.59 ,2190.5,766.3,204.1,2085,3716.86,Fluvo-aquic soils,loamy sand,14.2,30.1,87,6.8,225,75,90,7400,
693,W-NCP,WNCP0693,2008,WNCP01,WS0120,6.89 ,13.52 ,1.47 ,2149.7,745.5,196.4,2082.8,3698.37,Fluvo-aquic soils,loamy sand,14.2,39.3,91,7.2,225,75,90,6776,
694,W-NCP,WNCP0694,2006,WNCP01,WS0120,8.31 ,14.58 ,3.18 ,2562.7,972.2,186.8,1953.992,3650.1,Fluvo-aquic soils,loam,13.1,11.2,83,6.8,180,150,120,4811,
695,W-NCP,WNCP0695,2007,WNCP01,WS0120,5.87 ,12.24 ,0.76 ,1781.5,513.4,136.3,1787.3,3250.94,Fluvo-aquic soils,loam,13.5,32.3,97,7.2,180,150,120,7470,
696,W-NCP,WNCP0696,2008,WNCP01,WS0120,6.89 ,13.52 ,1.47 ,2149.7,745.5,196.4,2082.8,3698.37,Fluvo-aquic soils,loam,15.1,31.5,156,7.1,225,75,90,7470,
697,W-NCP,WNCP0697,2007,WNCP01,WS0143,6.77 ,12.81 ,1.50 ,2003.5,620,188.3,1653.759,3098.55,Cinnamon soils,loamy sand,16.6,19.4,41,7.3,62,69,95,5501,
698,W-NCP,WNCP0698,2007,WNCP01,WS0143,6.05 ,12.18 ,0.85 ,1748.4,484.9,142,1584.2,2925.56,Cinnamon soils,sandy clay loam,16,75.5,70,7.1,225,69,113,4187,
699,W-NCP,WNCP0699,2007,WNCP01,WS0143,6.48 ,12.63 ,1.27 ,1885.2,571.7,142,1627.7,3041.23,Cinnamon soils,loamy sand,17.1,17.7,46,7.2,270,69,113,5993,
700,W-NCP,WNCP0700,2007,WNCP01,WS0143,6.94 ,13.05 ,1.79 ,1992.3,685.3,146.7,1595.3,3056.04,Cinnamon soils,loamy sand,23,80.7,45,7.2,225,69,113,6035,
701,W-NCP,WNCP0701,2008,WNCP01,WS0143,7.03 ,13.82 ,1.38 ,2090,750.2,229.8,1832.9,3351.84,Cinnamon soils,loamy sand,21.6,62.4,33,7.1,180,150,120,7650,
702,W-NCP,WNCP0702,2008,WNCP01,WS0143,7.02 ,13.80 ,1.36 ,2079.1,749.3,229.8,1822.2,3334.61,Cinnamon soils,loam,26.6,78.9,55,7.4,180,150,120,6401,
703,W-NCP,WNCP0703,2009,WNCP01,WS0143,5.97 ,11.91 ,0.94 ,1974.5,725.1,206.1,1521.5,3021.89,Cinnamon soils,loam,26,54.4,210,7,180,150,120,5901,
704,W-NCP,WNCP0704,2009,WNCP01,WS0143,5.86 ,11.77 ,0.84 ,1927,707.6,206.1,1491.9,2972.47,Cinnamon soils,loam,22,51.4,87,6.9,225,150,150,5861,
705,W-NCP,WNCP0705,2009,WNCP01,WS0143,5.80 ,11.72 ,0.78 ,1899.1,699.7,206.1,1479.3,2948.61,Cinnamon soils,loamy sand,22,51.4,87,6.9,180,150,120,3480,
