Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
981,M-NCP,MNCP0981,2007,MNCP02,late_maturity,22.9,29,18.5,2746.8,1546.8,451.4,679.1,1842.3,Cinnamon soils,loam,18.4,24,130,7.9,180,60,60,7032
982,M-NCP,MNCP0982,2007,MNCP02,late_maturity,23.2,29.3,18.6,2619.7,1489.7,444.3,670.9,1796.5,Cinnamon soils,sandy loam,19.5,6.6,190,7.9,180,75,45,9726
983,M-NCP,MNCP0983,2006,MNCP02,medium_maturity,25.3,31.4,20.2,2529.5,1529.5,327.5,718,1812.5,Cinnamon soils,loam,15.9,24.2,157,7.9,210,120,90,9750
984,M-NCP,MNCP0984,2006,MNCP02,medium_maturity,25.2,31.4,20,2675.7,1615.7,327.5,772,1937.3,Cinnamon soils,loam,10.9,12.2,67,7.9,180,90,90,9750
985,M-NCP,MNCP0985,2006,MNCP02,medium_maturity,24.3,30,19.5,2645.2,1555.2,407.3,706.2,1817.4,Cinnamon soils,sandy loam,12.1,66.2,158,7.9,180,60,60,12255
986,M-NCP,MNCP0986,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,loam,10.6,5.9,59,6.9,210,75,75,8741
987,M-NCP,MNCP0987,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,loam,15.7,15.2,124,6.9,180,75,75,8865
988,M-NCP,MNCP0988,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,clay,14.3,10.3,125,6.9,180,60,60,8145
989,M-NCP,MNCP0989,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,clay,9.8,7.9,98,7,240,90,90,7703
990,M-NCP,MNCP0990,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,clay,18.6,16.9,162,6.9,210,75,75,9015
991,M-NCP,MNCP0991,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,sandy loam,17.4,15.5,128,7,210,75,75,8004
992,M-NCP,MNCP0992,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Yellow-cinnamon soils,loam,11.3,6.3,101,7,210,75,75,6378
993,M-NCP,MNCP0993,2007,MNCP02,late_maturity,24.3,29.2,20.5,2894.9,1704.9,620,494.7,1582.7,Lime concretion fluvo-aquic soils,loam,15.9,12.9,118,6.9,180,120,120,6300
994,M-NCP,MNCP0994,2007,MNCP02,medium_maturity,25.5,30.1,22.1,2706.7,1646.7,442.3,474.9,1494.8,Fluvo-aquic soils,clay,18.5,14.1,221,7.3,240,90,90,9675
995,M-NCP,MNCP0995,2008,MNCP02,medium_maturity,25.2,29.9,21.4,2670.7,1610.7,321.5,496.6,1500,Yellow-brown earths,loam,19.2,40.2,126,7.6,210,75,75,6816
996,M-NCP,MNCP0996,2008,MNCP02,medium_maturity,25.3,30,21.5,2652.9,1602.9,321.5,496.6,1494.6,Yellow-brown earths,loam,15.5,27.4,103,7.7,240,90,90,10896
997,M-NCP,MNCP0997,2008,MNCP02,medium_maturity,25.2,29.9,21.4,2670.7,1610.7,321.5,496.6,1500,Yellow-brown earths,clay,19.5,21.1,120,7.8,210,75,75,8445
998,M-NCP,MNCP0998,2007,MNCP02,medium_maturity,25,30.1,21.4,2798.5,1678.5,455.4,454.3,1476.1,Yellow-cinnamon soils,loam,13.7,22.4,173,6.5,150,90,90,7164
999,M-NCP,MNCP0999,2008,MNCP02,late_maturity,26.4,31.7,22,2458.7,1528.7,322.6,407.6,1309.6,Yellow-cinnamon soils,clay,31.5,9.5,243,6.7,240,90,90,8984
1000,M-NCP,MNCP1000,2008,MNCP02,medium_maturity,26.4,31.7,22,2458.7,1528.7,322.6,407.6,1309.6,Yellow-cinnamon soils,loam,13.8,10,227,6.3,240,60,60,9077
1001,M-NCP,MNCP1001,2008,MNCP02,medium_maturity,25.3,30.4,21.2,2704.8,1634.8,368.2,442.6,1399.1,Yellow-cinnamon soils,loam,19,12.4,63,6.3,210,75,75,7796
1002,M-NCP,MNCP1002,2008,MNCP02,medium_maturity,25.4,30.4,21.4,2796,1696,376.3,420.2,1402.7,Yellow-cinnamon soils,loam,14.6,12.8,74,5.9,210,75,75,8199
1003,M-NCP,MNCP1003,2008,MNCP02,medium_maturity,25.3,30.4,21.2,2704.8,1634.8,368.2,442.6,1399.1,Yellow-cinnamon soils,loam,14.7,13.7,70,7.1,210,75,75,7773
1004,M-NCP,MNCP1004,2008,MNCP02,medium_maturity,24.4,29.6,20.4,2612.3,1542.3,286.4,550.1,1554,Fluvo-aquic soils,sandy loam,12,17.4,87,6.5,240,75,75,11045
1005,M-NCP,MNCP1005,2008,MNCP02,medium_maturity,23.8,29.2,19.8,2693.3,1563.3,282.8,587.4,1616.5,Fluvo-aquic soils,loam,14.7,13.7,83,6.5,210,75,75,7260
1006,M-NCP,MNCP1006,2008,MNCP02,medium_maturity,23.8,29.2,19.8,2693.3,1563.3,282.8,587.4,1616.5,Fluvo-aquic soils,loam,15.9,16.8,79,6.1,210,75,75,7356
1007,M-NCP,MNCP1007,2008,MNCP02,medium_maturity,24.7,29.9,20.7,2643.5,1573.5,279.2,541.3,1550.1,Fluvo-aquic soils,silt loam,13.4,21.6,124,7.2,210,75,75,8454
1008,M-NCP,MNCP1008,2008,MNCP02,medium_maturity,24.7,29.9,20.7,2643.5,1573.5,279.2,541.3,1550.1,Fluvo-aquic soils,clay,14.6,14,62,6.8,240,90,90,10086
1009,M-NCP,MNCP1009,2006,MNCP02,medium_maturity,25.9,30.7,22,2973.9,1823.9,398.2,504.1,1572.8,Fluvo-aquic soils,loam,14.2,5.9,61,8.2,240,90,90,10661
1010,M-NCP,MNCP1010,2006,MNCP02,medium_maturity,25.7,30.4,22,2904.4,1774.4,412.4,482.7,1517.2,Fluvo-aquic soils,loam,18.8,14.9,134,7.6,240,90,90,7457
1011,M-NCP,MNCP1011,2007,MNCP02,medium_maturity,25.7,30.4,22.2,2806.4,1716.4,493.9,483.7,1498.6,Fluvo-aquic soils,loam,17,16,120,7.9,210,75,75,10104
1012,M-NCP,MNCP1012,2007,MNCP02,medium_maturity,25.7,30.3,22.2,2853.7,1743.7,493.9,486.8,1522.2,Fluvo-aquic soils,loam,17.2,6,62,7.9,210,75,75,8645
1013,M-NCP,MNCP1013,2007,MNCP02,medium_maturity,25.8,30.3,22.2,2807.7,1717.7,493.9,474.2,1487.2,Fluvo-aquic soils,loam,7.7,12,60,8,180,60,60,7650
1014,M-NCP,MNCP1014,2007,MNCP02,medium_maturity,25.2,30.2,21.4,2769.5,1669.5,551.9,512.5,1556.2,Fluvo-aquic soils,loamy sand,15.6,16.3,108,8.1,180,60,60,8001
1015,M-NCP,MNCP1015,2007,MNCP02,medium_maturity,25.4,30.3,21.7,2588.3,1568.3,551.8,448,1415.4,Fluvo-aquic soils,loam,9.5,10.7,74,8.4,210,75,75,9939
1016,M-NCP,MNCP1016,2007,MNCP02,medium_maturity,25.2,30.2,21.5,2698.1,1628.1,551.9,498.6,1511.6,Fluvo-aquic soils,loamy sand,10.4,21.7,93,8.7,240,90,90,7976
1017,M-NCP,MNCP1017,2007,MNCP02,medium_maturity,25.1,30.1,21.4,2686.3,1616.3,551.9,501.4,1508.1,Fluvo-aquic soils,loam,12,13.3,81,8.4,210,75,75,10233
1018,M-NCP,MNCP1018,2007,MNCP02,medium_maturity,25.2,30.1,21.6,2544.8,1534.8,551.9,453.7,1402.5,Fluvo-aquic soils,loam,11.9,12.5,87,8.2,240,90,90,9990
1019,M-NCP,MNCP1019,2007,MNCP02,medium_maturity,25.2,30.1,21.7,2498.3,1508.3,551.9,442,1374.5,Fluvo-aquic soils,loamy sand,8.6,20.9,49,8.5,180,60,60,7862
1020,M-NCP,MNCP1020,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loamy sand,14.4,13.1,82,8.1,180,60,60,6738
1021,M-NCP,MNCP1021,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loam,12.3,26.5,67,8.2,240,90,90,7614
1022,M-NCP,MNCP1022,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loamy sand,12,9.7,45,8.1,210,75,75,8160
1023,M-NCP,MNCP1023,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loamy sand,13.6,6,68,8,180,60,60,7226
1024,M-NCP,MNCP1024,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loam,11.7,24,141,8.1,240,90,90,10697
1025,M-NCP,MNCP1025,2008,MNCP02,medium_maturity,25.4,30,21.7,2636.5,1596.5,512.4,456.9,1442.4,Fluvo-aquic soils,loamy sand,15.4,42.4,96,8.2,210,75,75,9465
1026,M-NCP,MNCP1026,2007,MNCP02,medium_maturity,25,29.9,21.1,2503,1503,483.7,323.2,1220.3,Fluvo-aquic soils,loamy sand,15.6,17.7,74,8.1,210,75,75,9888
1027,M-NCP,MNCP1027,2007,MNCP02,medium_maturity,25.1,30,21.1,2483.1,1493.1,455,330.8,1221.4,Fluvo-aquic soils,loam,15.3,25.9,104,8.3,180,60,60,6381
1028,M-NCP,MNCP1028,2007,MNCP02,medium_maturity,25,29.9,21.1,2503,1503,483.7,323.2,1220.3,Fluvo-aquic soils,loamy sand,12.1,8,123,8.4,240,90,90,9876
1029,M-NCP,MNCP1029,2007,MNCP02,medium_maturity,25,29.9,21.1,2503,1503,483.7,323.2,1220.3,Fluvo-aquic soils,loam,14.9,10.2,133,8.4,180,60,60,6246
1030,M-NCP,MNCP1030,2007,MNCP02,medium_maturity,25,30,21.1,2600.7,1560.7,483.9,348.2,1286.2,Aeolian sandy soils,clay,10.5,14.2,51,8.1,180,60,60,7620
1031,M-NCP,MNCP1031,2007,MNCP02,medium_maturity,25.1,30,21.2,2459.3,1479.3,454.8,323.2,1205.5,Aeolian sandy soils,loamy sand,6.8,6.9,108,8.4,180,60,60,5375
1032,M-NCP,MNCP1032,2006,MNCP02,medium_maturity,25.4,30.2,21.7,2518.8,1528.8,405.1,465,1399.7,Fluvo-aquic soils,loamy sand,12.9,7.4,95,8.2,210,75,75,7665
1033,M-NCP,MNCP1033,2007,MNCP02,medium_maturity,25,29.7,21.5,2497.2,1497.2,587,478.8,1422.4,Fluvo-aquic soils,loam,14.1,24.3,117,8,210,75,75,7545
1034,M-NCP,MNCP1034,2006,MNCP02,medium_maturity,25.6,30.4,21.7,2633.9,1603.9,411,509.4,1503.8,Fluvo-aquic soils,loam,12.4,17,64,8.1,120,60,60,10449
1035,M-NCP,MNCP1035,2006,MNCP02,medium_maturity,25.6,30.4,21.7,2633.9,1603.9,411,509.4,1503.8,Fluvo-aquic soils,loam,11.6,6.8,65,8.2,180,60,60,11625
1036,M-NCP,MNCP1036,2007,MNCP02,medium_maturity,25.1,29.7,21.6,2531.6,1521.6,587,472.6,1430.9,Fluvo-aquic soils,loam,11.8,10.7,80,8.1,240,90,90,9698
1037,M-NCP,MNCP1037,2007,MNCP02,medium_maturity,25.1,29.7,21.6,2531.6,1521.6,587,472.6,1430.9,Fluvo-aquic soils,clay,15.1,37.4,88,8.2,210,75,75,6885
1038,M-NCP,MNCP1038,2006,MNCP02,medium_maturity,25.4,30.2,21.7,2518.8,1528.8,405.1,465,1399.7,Fluvo-aquic soils,loam,15,15.1,56,8.1,180,60,60,6345
1039,M-NCP,MNCP1039,2007,MNCP02,medium_maturity,24.9,29.7,21.3,2640.2,1580.2,587,513.4,1515.5,Fluvo-aquic soils,loam,11.1,21.5,80,8,240,90,90,8475
1040,M-NCP,MNCP1040,2007,MNCP02,medium_maturity,24.8,29.4,21.4,2502.4,1492.4,551.1,464.8,1387.5,Fluvo-aquic soils,loamy sand,12.9,12.2,81,8.1,240,90,90,8910
1041,M-NCP,MNCP1041,2007,MNCP02,medium_maturity,25.1,30,21.4,2663.6,1603.6,652.9,441.3,1408.8,Fluvo-aquic soils,loam,17.6,17.3,189,8.2,240,90,90,10500
1042,M-NCP,MNCP1042,2007,MNCP02,medium_maturity,25.1,30,21.4,2663.6,1603.6,652.9,441.3,1408.8,Fluvo-aquic soils,clay,15.3,20.9,106,8.1,120,60,60,7308
1043,M-NCP,MNCP1043,2008,MNCP02,medium_maturity,24.6,29.7,20.8,2531,1501,474,477.5,1446.7,Fluvo-aquic soils,clay,10.3,10.8,138,7.8,180,90,90,9050
1044,M-NCP,MNCP1044,2008,MNCP02,medium_maturity,24.5,29.6,20.8,2548.4,1508.4,476.8,479.9,1450.6,Fluvo-aquic soils,loamy sand,10.6,11.7,145,7.8,240,90,90,9885
1045,M-NCP,MNCP1045,2007,MNCP02,medium_maturity,24.9,29.8,21.2,2561.4,1531.4,543.9,413.3,1355.8,Fluvo-aquic soils,loam,19.5,14.6,219,7.7,240,90,90,7725
1046,M-NCP,MNCP1046,2007,MNCP02,medium_maturity,24.9,29.8,21.2,2561.4,1531.4,543.9,413.3,1355.8,Fluvo-aquic soils,loam,20.5,17,231,7.7,210,75,75,9015
1047,M-NCP,MNCP1047,2007,MNCP02,medium_maturity,24.9,29.8,21.2,2561.4,1531.4,543.9,413.3,1355.8,Fluvo-aquic soils,loam,16.4,26.4,231,7.7,240,90,90,9345
1048,M-NCP,MNCP1048,2007,MNCP02,medium_maturity,24.9,29.8,21.2,2561.4,1531.4,543.9,413.3,1355.8,Fluvo-aquic soils,loam,15.8,33.6,98,7.5,180,60,60,8265
1049,M-NCP,MNCP1049,2007,MNCP02,medium_maturity,24.9,29.8,21.2,2561.4,1531.4,543.9,413.3,1355.8,Fluvo-aquic soils,loam,18.5,28.8,132,7.6,210,75,75,8160
1050,M-NCP,MNCP1050,2007,MNCP02,medium_maturity,25.8,30.1,22.6,2554.2,1564.2,763.3,427.6,1510.5,Fluvo-aquic soils,loam,19.4,30.3,129,7.9,210,75,75,9636
1051,M-NCP,MNCP1051,2008,MNCP02,medium_maturity,24.7,29.9,21,2395.9,1425.9,441.6,423.4,1333.1,Fluvo-aquic soils,loamy sand,10.2,6.5,45,8.2,240,90,90,8970
1052,M-NCP,MNCP1052,2008,MNCP02,medium_maturity,24.7,29.9,21,2395.9,1425.9,441.6,423.4,1333.1,Fluvo-aquic soils,loamy sand,11.9,24,47,8.2,210,75,75,7302
1053,M-NCP,MNCP1053,2008,MNCP02,medium_maturity,24.7,29.8,21,2374.7,1414.7,441.6,414.1,1313.9,Fluvo-aquic soils,loam,9.8,12.3,36,8.1,180,60,60,5844
1054,M-NCP,MNCP1054,2008,MNCP02,medium_maturity,24.6,29.8,20.9,2412.5,1432.5,441.6,432.1,1348.9,Fluvo-aquic soils,loam,15.7,24.3,81,8,240,90,90,8373
1055,M-NCP,MNCP1055,2008,MNCP02,medium_maturity,24.7,29.9,21,2395.9,1425.9,441.6,423.4,1333.1,Fluvo-aquic soils,loamy sand,12.4,23,91,8,210,75,75,6942
1056,M-NCP,MNCP1056,2008,MNCP02,medium_maturity,24.6,29.8,20.9,2390.8,1420.8,441.6,422.1,1328.9,Fluvo-aquic soils,clay,13.8,23.5,69,8.2,240,90,90,8469
1057,M-NCP,MNCP1057,2008,MNCP02,medium_maturity,24.7,29.9,21,2395.9,1425.9,441.6,423.4,1333.1,Fluvo-aquic soils,loamy sand,12.7,18.9,79,8.1,210,75,75,7239
1058,M-NCP,MNCP1058,2008,MNCP02,medium_maturity,24.7,29.8,20.9,2416.8,1436.8,441.6,426,1342.6,Fluvo-aquic soils,loamy sand,14.5,14.1,89,8.1,240,90,90,9287
1059,M-NCP,MNCP1059,2008,MNCP02,medium_maturity,24.6,29.7,20.9,2654.2,1574.2,381.5,546.4,1580.5,Fluvo-aquic soils,loamy sand,16.1,11.3,185,8.1,240,90,90,9468
1060,M-NCP,MNCP1060,2008,MNCP02,medium_maturity,24.8,29.9,21,2626.5,1566.5,380.8,556.1,1587.3,Fluvo-aquic soils,clay,17.5,19.7,141,7.3,210,75,75,7032
1061,M-NCP,MNCP1061,2008,MNCP02,medium_maturity,24.8,30,21,2604.6,1554.6,380.8,563.5,1596.3,Fluvo-aquic soils,loamy sand,13.3,13,169,7.9,210,75,75,9303
1062,M-NCP,MNCP1062,2008,MNCP02,medium_maturity,24.8,30,21,2604.6,1554.6,380.8,563.5,1596.3,Fluvo-aquic soils,loam,18.1,16.3,94,7.7,210,75,75,9294
1063,M-NCP,MNCP1063,2007,MNCP02,medium_maturity,25.4,30.5,21.6,2492.6,1512.6,723,315.6,1190.2,Fluvo-aquic soils,clay,17.3,10.1,186,8,210,75,75,6558
1064,M-NCP,MNCP1064,2007,MNCP02,medium_maturity,25.4,30.5,21.6,2492.6,1512.6,723,315.6,1190.2,Fluvo-aquic soils,clay,18.6,19.3,226,8.4,210,75,75,6716
1065,M-NCP,MNCP1065,2007,MNCP02,medium_maturity,25.4,30.5,21.6,2492.6,1512.6,723,315.6,1190.2,Fluvo-aquic soils,loam,11.4,20.3,95,7.8,240,90,90,9365
1066,M-NCP,MNCP1066,2008,MNCP02,medium_maturity,25.5,30.3,21.8,2502.3,1522.3,342.2,471.3,1393.3,Fluvo-aquic soils,loam,20.5,11.2,127,8.2,240,120,120,10190
1067,M-NCP,MNCP1067,2006,MNCP02,medium_maturity,25.1,30,21.3,2661.8,1601.8,447.5,551.6,1572.7,,silty clay loam,9.8,20,101,7.9,180,60,60,5619
1068,M-NCP,MNCP1068,2006,MNCP02,medium_maturity,25.1,30,21.4,2561.9,1541.9,447.1,536.4,1523.4,Fluvo-aquic soils,silty clay loam,14.5,20.8,87,7.9,210,75,75,7425
1069,M-NCP,MNCP1069,2006,MNCP02,medium_maturity,25.2,30.1,21.4,2616.6,1576.6,447.5,548.5,1557.7,Fluvo-aquic soils,silty clay loam,13.6,23.5,101,7.9,240,90,90,7926
1070,M-NCP,MNCP1070,2006,MNCP02,medium_maturity,25.2,30.2,21.3,2725.6,1645.6,447.5,595,1661.8,Aeolian sandy soils,silty clay loam,10.5,22,111,7.8,210,75,75,7757
1071,M-NCP,MNCP1071,2006,MNCP02,medium_maturity,25.2,30.1,21.4,2565.5,1545.5,447.5,533.3,1522.2,Fluvo-aquic soils,silty clay loam,11.4,26,103,7.7,150,60,60,6824
1072,M-NCP,MNCP1072,2007,MNCP02,medium_maturity,24.8,29.8,20.9,2553.7,1523.7,265.4,517.3,1502,Fluvo-aquic soils,silty clay loam,13,12,87,7.7,240,90,90,9381
1073,M-NCP,MNCP1073,2007,MNCP02,medium_maturity,24.7,29.8,20.8,2617.8,1557.8,265.4,522.6,1521.3,Fluvo-aquic soils,silty clay loam,11.8,27.3,148,7.2,210,75,75,9660
1074,M-NCP,MNCP1074,2008,MNCP02,medium_maturity,24.9,29.7,21,2664,1594,541.8,455.5,1432.9,Fluvo-aquic soils,sandy loam,19.9,31.8,64,5.3,180,90,90,8393
1075,M-NCP,MNCP1075,2007,MNCP03,medium_maturity,25.1,30.2,21,2782.4,1672.4,568,463.1,1448.8,Cinnamon soils,loamy sand,20.3,19.3,147,8.2,195,60,90,8092
1076,M-NCP,MNCP1076,2007,MNCP03,medium_maturity,24.8,29.9,20.8,2728.4,1628.4,603,458.8,1429.5,Cinnamon soils,loamy sand,16.7,32.2,139,7.8,195,60,90,9200
1077,M-NCP,MNCP1077,2006,MNCP03,medium_maturity,25.3,30.5,21.3,2788,1688,410,574.2,1608,Cinnamon soils,loamy sand,20,19.5,175,7.7,188,108,60,7931
1078,M-NCP,MNCP1078,2006,MNCP03,medium_maturity,25.4,30.6,21.3,2849.7,1729.7,410,605.5,1675.4,Fluvo-aquic soils,loam,16.9,34.3,153,7.8,188,108,60,7907
1079,M-NCP,MNCP1079,2007,MNCP03,medium_maturity,24.8,29.9,20.8,2728.4,1628.4,603,458.8,1429.5,Cinnamon soils,loamy sand,16.2,36.4,105,8.3,195,60,90,7386
1080,M-NCP,MNCP1080,2007,MNCP03,medium_maturity,24.9,30,20.9,2810.4,1680.4,603,463.1,1458.8,Fluvo-aquic soils,loam,22.6,12.9,122,8.1,195,60,90,8193
1081,M-NCP,MNCP1081,2006,MNCP03,medium_maturity,25.5,30.7,21.4,2805.8,1705.8,410,593.7,1649.7,Cinnamon soils,loam,17,60.4,137,7.9,188,108,60,6419
1082,M-NCP,MNCP1082,2007,MNCP03,medium_maturity,25.1,30.3,21,2711.3,1631.3,567.4,458.8,1421.9,Cinnamon soils,loam,17.7,49.8,140,7.9,195,60,90,7564
1083,M-NCP,MNCP1083,2009,MNCP03,medium_maturity,25,30,20.9,2955.8,1775.8,393.6,684.4,1829,Fluvo-aquic soils,sandy loam,11.6,49.2,90,7.8,315,90,120,7568
1084,M-NCP,MNCP1084,2006,MNCP03,medium_maturity,25.7,30.5,21.2,2726.3,1666.3,298.4,636.6,1712.7,Cinnamon soils,loamy sand,15.9,13.8,81,7.6,165,48,60,7977
1085,M-NCP,MNCP1085,2007,MNCP03,medium_maturity,25.4,30.1,21.1,2713.6,1643.6,492.7,557.4,1592.7,Cinnamon soils,loamy sand,22.9,22.5,86,7.6,165,48,60,7851
1086,M-NCP,MNCP1086,2007,MNCP03,medium_maturity,25.4,30.1,21.1,2713.6,1643.6,492.7,557.4,1592.7,Cinnamon soils,loamy sand,21.1,20.3,99,7.7,165,48,60,7961
1087,M-NCP,MNCP1087,2008,MNCP03,medium_maturity,25.3,29.9,21.1,2660.4,1610.4,505.9,471.2,1433.3,Cinnamon soils,loamy sand,15.8,25.3,93,7.8,165,45,60,7394
1088,M-NCP,MNCP1088,2006,MNCP03,medium_maturity,25.7,30.5,21.2,2726.3,1666.3,298.4,636.6,1712.7,Cinnamon soils,loamy sand,19.2,21,114,7.7,165,48,60,7808
1089,M-NCP,MNCP1089,2009,MNCP03,medium_maturity,24.5,29.3,20.1,2668.3,1578.3,449.3,572.9,1586.7,Cinnamon soils,loam,10.2,22.1,90,7.8,180,45,60,6170
1090,M-NCP,MNCP1090,2008,MNCP03,medium_maturity,25.3,29.9,21.2,2480.6,1500.6,499.4,448.1,1338.4,Cinnamon soils,sandy loam,8.5,30.2,81,7.5,188,45,60,5963
1091,M-NCP,MNCP1091,2006,MNCP03,medium_maturity,25.7,30.5,21.2,2726.3,1666.3,298.4,636.6,1712.7,Fluvo-aquic soils,loam,8.1,13.3,70,7.4,165,60,72,6497
1092,M-NCP,MNCP1092,2006,MNCP03,medium_maturity,25.7,30.5,21.2,2726.3,1666.3,298.4,636.6,1712.7,Cinnamon soils,loam,14.6,12.9,199,7.7,165,48,60,7580
1093,M-NCP,MNCP1093,2007,MNCP03,medium_maturity,25.4,30.1,21.1,2713.6,1643.6,492.7,557.4,1592.7,Cinnamon soils,loam,13.6,11.3,95,7.6,165,48,60,7586
1094,M-NCP,MNCP1094,2007,MNCP03,medium_maturity,25.4,30.1,21.1,2713.6,1643.6,492.7,557.4,1592.7,Cinnamon soils,silt loam,14,11.8,71,7.5,165,60,72,7211
1095,M-NCP,MNCP1095,2006,MNCP03,medium_maturity,25.7,30.5,21.2,2726.3,1666.3,298.4,636.6,1712.7,Lime concretion fluvo-aquic soils,clay,20.4,6.7,73,7.7,165,60,72,6158
1096,M-NCP,MNCP1096,2007,MNCP03,medium_maturity,25.4,30.1,21.1,2713.6,1643.6,492.7,557.4,1592.7,Cinnamon soils,loamy sand,21.4,28.1,84,7.4,165,60,72,6896
1097,M-NCP,MNCP1097,2008,MNCP03,medium_maturity,25.3,29.9,21.2,2458.1,1488.1,495.3,448.1,1333.1,Cinnamon soils,loam,12.6,22.4,98,7.3,165,45,60,6813
1098,M-NCP,MNCP1098,2006,MNCP03,medium_maturity,25.9,30.8,21.9,2924.2,1794.2,328.1,660.7,1784.5,Fluvo-aquic soils,loam,8,4.7,107,7.5,195,75,75,9194
1099,M-NCP,MNCP1099,2009,MNCP03,medium_maturity,24.9,29.8,20.7,2844,1704,519.3,710.2,1860.7,Cinnamon soils,loamy sand,13.1,16.8,130,7.5,180,45,60,8007
1100,M-NCP,MNCP1100,2009,MNCP03,medium_maturity,24.9,29.8,20.7,2844,1704,519.3,710.2,1860.7,Cinnamon soils,loam,11.5,21.3,90,7.5,180,45,60,9113
1101,M-NCP,MNCP1101,2007,MNCP03,medium_maturity,25.5,30.3,21.6,2958.8,1798.8,378.4,646.5,1775.4,Cinnamon soils,loam,9.9,15.6,109,7.5,180,90,60,9359
1102,M-NCP,MNCP1102,2008,MNCP03,medium_maturity,24.3,29.6,20.2,2725.6,1605.6,397.6,641.2,1704.3,Fluvo-aquic soils,loam,10.1,13.9,118,8.2,195,60,90,7571
1103,M-NCP,MNCP1103,2008,MNCP03,medium_maturity,24.4,29.7,20.2,2849.6,1679.6,397.6,680.3,1803.7,Fluvo-aquic soils,loam,10.2,26.4,114,8.2,195,60,90,6800
1104,M-NCP,MNCP1104,2008,MNCP03,medium_maturity,24.4,29.7,20.2,2849.6,1679.6,397.6,680.3,1803.7,Fluvo-aquic soils,loamy sand,12.5,32.9,144,8,195,60,90,8141
1105,M-NCP,MNCP1105,2009,MNCP03,medium_maturity,24.5,29.7,20.3,2475.1,1465.1,558.7,605.7,1609.1,Fluvo-aquic soils,loam,16.7,15.8,129,8.3,270,120,195,8037
1106,M-NCP,MNCP1106,2009,MNCP03,medium_maturity,24.5,29.7,20.3,2475.1,1465.1,558.7,605.7,1609.1,Fluvo-aquic soils,loam,15.2,30.3,95,8.2,270,120,195,8079
1107,M-NCP,MNCP1107,2008,MNCP03,medium_maturity,24.4,29.7,20.2,2849.6,1679.6,397.6,680.3,1803.7,Fluvo-aquic soils,loamy sand,14.8,26.7,95,7.8,195,60,90,8223
1108,M-NCP,MNCP1108,2008,MNCP03,medium_maturity,24.4,29.7,20.2,2849.6,1679.6,397.6,680.3,1803.7,Fluvo-aquic soils,loam,12.8,34.1,126,7.9,195,60,90,7961
1109,M-NCP,MNCP1109,2009,MNCP03,medium_maturity,24.3,29.6,20.1,2647.2,1557.2,558.7,644,1700.5,Fluvo-aquic soils,loamy sand,12.6,20.6,140,8.6,270,120,195,7761
1110,M-NCP,MNCP1110,2008,MNCP03,medium_maturity,25.5,30.5,21.3,2576.9,1566.9,318.8,609.3,1595.8,Fluvo-aquic soils,loam,20.2,24.8,172,7,195,60,90,11676
1111,M-NCP,MNCP1111,2008,MNCP03,medium_maturity,24.5,29.6,20.3,2742.5,1622.5,317.2,670.6,1718,Fluvo-aquic soils,clay,15.9,47.2,217,7,195,60,90,10769
1112,M-NCP,MNCP1112,2008,MNCP03,medium_maturity,25.6,30.7,21.4,2560.6,1560.6,318.8,609.3,1590.6,Fluvo-aquic soils,loam,22.1,22.4,167,7,195,60,90,7802
1113,M-NCP,MNCP1113,2008,MNCP03,medium_maturity,25.5,30.5,21.3,2501,1521,309.5,598.1,1553.1,Fluvo-aquic soils,loam,17.9,24.2,117,7,195,60,90,7712
1114,M-NCP,MNCP1114,2008,MNCP03,medium_maturity,25.6,30.7,21.3,2715.6,1655.6,318.8,635.7,1677.4,Fluvo-aquic soils,loam,16.9,19.4,192,7,195,60,90,8753
